"SiteName","SiteID","PrimaryUse","Borough","AreaHa","Easting","Northing","Qualifier","DataSource","DataVersion","ReleaseDate","Copyright"
"Cambourne Avenue Green (small)","OS_Hv_0054","Amenity green space","Havering",0.1057,554138,191313,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Louis Marchasi Playsite (Maybank)","OS_Hv_0056","Recreation ground","Havering",0.2413,552872,185202,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lodge Lane Playsite","OS_Hv_0057","Play space","Havering",0.4011,549431,192374,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chelmsford Avenue Playsite","OS_Hv_0071","Play space","Havering",0.7923,550824,191442,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Clockhouse Gardens","OS_Hv_0077","Park","Havering",1.3134,556397,186533,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hood Walk Playsite","OS_Hv_0079","Play space","Havering",0.1397,549780,190686,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cottons Park","OS_Hv_0092","Park","Havering",6.4395,550653,188595,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Glen, Elm Park","OS_Hv_0094","Play space","Havering",0.3532,552019,185694,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cranham Marsh NR","OS_Hv_0098","Nature reserve","Havering",12.1407,557038,185500,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Dagnam Park","OS_Hv_0102","Park","Havering",46.9520,555132,193048,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Stratton Wood","OS_Hv_0103","Other recreational","Havering",0.9031,555433,191987,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Central Park (Havering)","OS_Hv_0105","Park","Havering",12.4563,554490,192187,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Deere Avenue Open Space","OS_Hv_0107","Other recreational","Havering",0.1727,552358,184678,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Duck Wood","OS_Hv_0115","Nature reserve","Havering",10.0350,555556,192384,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Elizabeth House Green","OS_Hv_0121","Park","Havering",0.2910,553292,189392,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Elvet Avenue Playsite","OS_Hv_0123","Play space","Havering",0.1321,553370,189505,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Farringdon Avenue Flood Lagoon","OS_Hv_0133","Playing fields","Havering",1.3052,553526,190910,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Fleet Close Play Site","OS_Hv_0154","Park","Havering",0.6812,556952,188426,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ford Sports and Social Club Playing Fields","OS_Hv_0156","Playing fields","Havering",10.2717,549822,187297,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Fox Covert","OS_Hv_0159","Amenity green space","Havering",4.7033,555493,187204,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Galleywood Crescent Open Space","OS_Hv_0170","Other recreational","Havering",0.2860,550952,191561,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gary Way Corner","OS_Hv_0172","Amenity green space","Havering",0.1145,551034,191359,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gaynes Parkway","OS_Hv_0173","Park","Havering",6.7974,555135,186140,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gidea Park Sports Ground","OS_Hv_0176","Playing fields","Havering",7.1237,553098,190447,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gidea Park Methodist Church","OS_Hv_0178","Cemetery/churchyard","Havering",0.1298,553121,188944,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gooshays Drive Verges","OS_Hv_0184","Amenity green space","Havering",3.5577,554524,191491,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Gooshays Gardens Green","OS_Hv_0185","Amenity green space","Havering",0.8999,554253,191914,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Thames Chase Community Forest","OS_Hv_0186","Public woodland","Havering",39.9200,558320,186107,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Halesworth Rd Green E","OS_Hv_0203","Amenity green space","Havering",0.4037,554349,191564,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Halesworth Rd green W","OS_Hv_0204","Amenity green space","Havering",0.1709,554279,191540,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Harold Court Woods","OS_Hv_0210","Public woodland","Havering",26.7046,556015,190982,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Harold Wood Park","OS_Hv_0214","Park","Havering",19.5982,555169,190075,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Harrow Lodge Park","OS_Hv_0216","Park","Havering",53.4852,552688,186596,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hatters Wood","OS_Hv_0218","Other recreational","Havering",12.8738,554674,192763,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hatters Wood W of Whitchurch Rd","OS_Hv_0219","Park","Havering",0.1376,554485,192427,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hatters Wood extension","OS_Hv_0220","Park","Havering",0.2210,554456,192351,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Havering Village Green","OS_Hv_0221","Amenity green space","Havering",0.6273,551243,193080,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Havering Country Park","OS_Hv_0224","Country park","Havering",67.7575,550437,192746,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Haynes Park","OS_Hv_0228","Park","Havering",11.5909,553581,188850,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Heron Way Open Space East","OS_Hv_0232","Park","Havering",0.1926,557743,187273,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"North Hill Drive Open Space","OS_Hv_0238","Amenity green space","Havering",0.1853,553731,192551,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Folkes Lane Woodland","OS_Hv_0242","Public woodland","Havering",46.5791,557556,189478,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Holy Cross Parish Church","OS_Hv_0243","Cemetery/churchyard","Havering",0.6997,552289,187467,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hornchurch Country Park","OS_Hv_0245","Country park","Havering",96.5029,553224,184224,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Hylands Park","OS_Hv_0248","Park","Havering",6.8106,552587,188088,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Footpath 21 - Vernon Road","OS_Hv_0249","Amenity green space","Havering",2.3754,550717,192241,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ingrebourne Country Park","OS_Hv_0250","Park","Havering",59.1823,552515,183418,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ingrebourne Greenway","OS_Hv_0251","Park","Havering",10.2548,554647,185641,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ingrebourne Marshes","OS_Hv_0252","Nature reserve","Havering",55.8571,553287,183665,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ingrebourne River South of New Road","OS_Hv_0254","River","Havering",1.8308,552179,182544,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Jutsums Recreation Ground","OS_Hv_0261","Recreation ground","Havering",1.7322,549957,187862,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"King George's Playing Field (Havering)","OS_Hv_0264","Park","Havering",9.5076,550142,189574,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Langtons Gardens","OS_Hv_0272","Park","Havering",2.3804,553738,187521,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lawns Park","OS_Hv_0274","Park","Havering",7.0520,550355,190867,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lexington Way Open Space","OS_Hv_0276","Play space","Havering",0.6357,557510,188223,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Leyburn Rd Circle","OS_Hv_0278","Amenity green space","Havering",0.4184,554118,191511,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lister Avenue Open Space","OS_Hv_0282","Amenity green space","Havering",0.6037,553991,190370,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lodge Farm Park","OS_Hv_0285","Park","Havering",4.9513,551966,189214,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Catholic Church of Corpus Christi","OS_Hv_0286","Cemetery/churchyard","Havering",0.4147,549693,190854,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Macon Way Open Space","OS_Hv_0295","Amenity green space","Havering",0.4298,557519,188024,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Malan Close","OS_Hv_0296","Other recreational","Havering",0.2837,552577,184957,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Market Place","OS_Hv_0304","Civic/market square","Havering",0.8749,551270,188960,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Maybank Walk","OS_Hv_0309","Other recreational","Havering",0.1407,553533,185408,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Maytree Close Play Space","OS_Hv_0313","Play space","Havering",0.1531,551362,183342,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Montgomery Playground","OS_Hv_0318","Play space","Havering",0.1623,553786,192378,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Myrtle Road/Chatteris Avenue Open Space","OS_Hv_0323","Amenity green space","Havering",1.5685,553456,191717,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Stirling Close","OS_Hv_0330","Other recreational","Havering",1.0659,552551,182589,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"New Zealand Way Open Space","OS_Hv_0334","Other recreational","Havering",0.8003,551823,182801,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Newbury Close Green","OS_Hv_0335","Amenity green space","Havering",0.2132,553532,191968,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Old Redland Aggregates Works","OS_Hv_0341","Park","Havering",76.2647,556787,183235,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lilliput Road Open Space","OS_Hv_0343","Other recreational","Havering",0.9668,550717,187675,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Oldchurch Park","OS_Hv_0345","Park","Havering",9.9258,551184,187749,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Pages Wood","OS_Hv_0346","Public woodland","Havering",79.3927,555757,189717,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Pains Meadow (including Guys Field)","OS_Hv_0349","Park","Havering",1.7314,555066,191304,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Parish Church of St John the Divine","OS_Hv_0352","Cemetery/churchyard","Havering",0.0957,550156,189089,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Park Lane Recreation Ground","OS_Hv_0354","Recreation ground","Havering",1.9492,552042,187686,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Penzance Gardens Green","OS_Hv_0356","Other recreational","Havering",0.1635,555191,191637,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Rainham Marsh, N of A13","OS_Hv_0379","Nature reserve","Havering",25.4310,552147,181613,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Rainham Marsh, S of A13","OS_Hv_0380","Nature reserve","Havering",57.8690,551816,181037,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Rainham recreation ground","OS_Hv_0382","Recreation ground","Havering",1.4262,552272,182358,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Brittons Playing Fields","OS_Hv_0385","Playing fields","Havering",11.0316,551779,184393,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Raphael Park","OS_Hv_0388","Park","Havering",16.8984,551830,190020,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ravensbourne River (Havering)","OS_Hv_0389","River","Havering",2.7249,553277,187690,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Reed Pond Walk Woodland","OS_Hv_0392","Amenity green space","Havering",1.2624,551941,190341,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"River Rom (Havering)","OS_Hv_0398","River","Havering",2.0535,549395,190423,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Coronation Gardens (Havering)","OS_Hv_0413","Formal garden","Havering",0.4157,551500,189208,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Sage Wood NE Extension (Havering)","OS_Hv_0425","Public woodland","Havering",4.3215,554717,192228,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Shoulder of Mutton Wood","OS_Hv_0432","Public woodland","Havering",2.0664,555131,191974,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"South Street Open Space","OS_Hv_0439","Park","Havering",0.5534,551658,187510,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Spring Farm Park","OS_Hv_0444","Park","Havering",6.3716,553840,182415,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Andrews, Hornchurch","OS_Hv_0448","Cemetery/churchyard","Havering",4.9780,554414,186806,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Helens and St Giles Churchyard","OS_Hv_0451","Cemetery/churchyard","Havering",0.2901,552103,182196,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Mary Magdelane Churchyard","OS_Hv_0454","Cemetery/churchyard","Havering",0.3232,558748,184864,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Nicholas Parish Church, Elm Park","OS_Hv_0459","Cemetery/churchyard","Havering",0.0416,552524,186019,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Pauls Church","OS_Hv_0460","Cemetery/churchyard","Havering",0.3610,554911,192009,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Thomas's, Noak Hill","OS_Hv_0463","Cemetery/churchyard","Havering",0.4955,554107,194008,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St. Andrew's Park","OS_Hv_0465","Recreation ground","Havering",3.0445,554600,187289,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St. John the Evangelist churchyard","OS_Hv_0466","Cemetery/churchyard","Havering",0.4292,551181,193070,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Laurence's Churchyard","OS_Hv_0467","Cemetery/churchyard","Havering",0.6451,555952,186493,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Torrance Close Amenity Grassland","OS_Hv_0477","Amenity green space","Havering",0.1377,553039,187304,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Ascension Church","OS_Hv_0481","Cemetery/churchyard","Havering",0.0924,549710,191093,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Dell (Havering)","OS_Hv_0484","Public woodland","Havering",1.0400,554358,186834,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Glens Playsite Rainham","OS_Hv_0485","Recreation ground","Havering",1.2936,553044,182145,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"North Hill Recreation Ground","OS_Hv_0489","Recreation ground","Havering",2.3207,553566,192941,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Thurloe Gardens (Havering)","OS_Hv_0493","Amenity green space","Havering",0.2091,551510,188205,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Tiverton Grove Green","OS_Hv_0498","Play space","Havering",0.2007,555131,192255,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Town Square at Fornham Road","OS_Hv_0503","Amenity green space","Havering",0.8146,553711,192146,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Tylers Common","OS_Hv_0508","Common","Havering",27.5371,556595,190581,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Upminster Cemetery","OS_Hv_0532","Cemetery/churchyard","Havering",11.1815,556720,185308,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Upminster Hall Playing Fields","OS_Hv_0537","Recreation ground","Havering",13.4738,556745,187850,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Upminster Park","OS_Hv_0539","Park","Havering",6.9270,555789,186369,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ashbourne Road Verge","OS_Hv_0545","Amenity green space","Havering",0.1360,553467,192721,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Noak Hill Sports Ground","OS_Hv_0548","Playing fields","Havering",2.4955,554255,193929,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Victory Way Road Verge","OS_Hv_0549","Amenity green space","Havering",0.2163,549583,190417,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Warwick Wood","OS_Hv_0551","Nature reserve","Havering",5.0701,555859,183048,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Weald Brook","OS_Hv_0552","River","Havering",3.9313,555674,193294,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wennington Church","OS_Hv_0554","Cemetery/churchyard","Havering",0.2114,553987,180942,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wennington Village Green","OS_Hv_0562","Amenity green space","Havering",0.2327,554096,180926,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Westlands Playing Field","OS_Hv_0564","Playing fields","Havering",10.7097,549192,188046,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"White Hart Lane / Cross Road Verges","OS_Hv_0565","Road island/verge","Havering",0.1690,549645,190196,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Sunflower Way Flood Lagoon","OS_Hv_0568","Amenity green space","Havering",0.4695,553982,190536,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Whybridge Close Playsite","OS_Hv_0570","Play space","Havering",0.3303,551554,183618,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wigtown Way Verges","OS_Hv_0573","Amenity green space","Havering",0.2364,554360,192672,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
